	User_GO:IDS	User_Go_Defs	Slim_GO:IDS	Slim_Go_Defs
2571	GO:0005576	extracellular region	GO:0005576	extracellular region
2572	GO:0005576	extracellular region	GO:0005576	extracellular region
2573	GO:0005634	nucleus	GO:0005634	nucleus
2574	GO:0005634	nucleus	GO:0005634	nucleus
2575	GO:0005634	nucleus	GO:0005634	nucleus
2576	GO:0005694	chromosome	GO:0005694	chromosome
2577	GO:0005694	chromosome	GO:0005694	chromosome
2578	GO:0003700	DNA-binding transcription factor activity	GO:0003700	DNA-binding transcription factor activity
2579	GO:0006355	regulation of DNA-templated transcription	GO:0006355	regulation of DNA-templated transcription
2580	GO:0016020	membrane	GO:0016020	membrane
2581	GO:0016020	membrane	GO:0016020	membrane
2582	GO:0005794	Golgi apparatus	GO:0005794	Golgi apparatus
2583	GO:0005794	Golgi apparatus	GO:0005794	Golgi apparatus
2584	GO:0016020	membrane	GO:0016020	membrane
2585	GO:0016020	membrane	GO:0016020	membrane
2586	GO:0042995	cell projection	GO:0042995	cell projection
2587	GO:0001540	amyloid-beta binding	GO:0001540	amyloid-beta binding
2588	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2589	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2590	GO:0003774	cytoskeletal motor activity	GO:0003774	cytoskeletal motor activity
2591	GO:0007018	microtubule-based movement	GO:0007018	microtubule-based movement
2592	GO:0016787	hydrolase activity	GO:0016787	hydrolase activity
2593	GO:0016798	hydrolase activity, acting on glycosyl bonds	GO:0016798	hydrolase activity, acting on glycosyl bonds
2594	GO:0005975	carbohydrate metabolic process	GO:0005975	carbohydrate metabolic process
2595	GO:0008152	metabolic process	GO:0008152	metabolic process
2596	GO:1904380	endoplasmic reticulum mannose trimming	GO:1904380	endoplasmic reticulum mannose trimming
2597	GO:1904382	mannose trimming involved in glycoprotein ERAD pathway	GO:1904382	mannose trimming involved in glycoprotein ERAD pathway
2598	GO:0005783	endoplasmic reticulum	GO:0005783	endoplasmic reticulum
2599	GO:0016020	membrane	GO:0016020	membrane
2600	GO:0005634	nucleus	GO:0005634	nucleus
2601	GO:0005634	nucleus	GO:0005634	nucleus
2602	GO:0006886	intracellular protein transport	GO:0006886	intracellular protein transport
2603	GO:0015031	protein transport	GO:0015031	protein transport
2604	GO:0015031	protein transport	GO:0015031	protein transport
2605	GO:0016192	vesicle-mediated transport	GO:0016192	vesicle-mediated transport
2606	GO:0016020	membrane	GO:0016020	membrane
2607	GO:0030119	AP-type membrane coat adaptor complex	GO:0030119	AP-type membrane coat adaptor complex
2608	GO:0050790	regulation of catalytic activity	GO:0050790	regulation of catalytic activity
2609	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2610	GO:0006811	monoatomic ion transport	GO:0006811	monoatomic ion transport
2611	GO:0006811	monoatomic ion transport	GO:0006811	monoatomic ion transport
2612	GO:0055085	transmembrane transport	GO:0055085	transmembrane transport
2613	GO:0016020	membrane	GO:0016020	membrane
2614	GO:0016020	membrane	GO:0016020	membrane
2615	GO:0016020	membrane	GO:0016020	membrane
2616	GO:0016740	transferase activity	GO:0016740	transferase activity
2617	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2618	GO:0051287	NAD binding	GO:0051287	NAD binding
2619	GO:0016570	histone modification	GO:0016570	histone modification
2620	GO:0016020	membrane	GO:0016020	membrane
2621	GO:0016020	membrane	GO:0016020	membrane
2622	GO:0008233	peptidase activity	GO:0008233	peptidase activity
2623	GO:0016787	hydrolase activity	GO:0016787	hydrolase activity
2624	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2625	GO:0006508	proteolysis	GO:0006508	proteolysis
2626	GO:0006508	proteolysis	GO:0006508	proteolysis
2627	GO:0030198	extracellular matrix organization	GO:0030198	extracellular matrix organization
2628	GO:0005576	extracellular region	GO:0005576	extracellular region
2629	GO:0007399	nervous system development	GO:0007399	nervous system development
2630	GO:0030036	actin cytoskeleton organization	GO:0030036	actin cytoskeleton organization
2631	GO:0043085	positive regulation of catalytic activity	GO:0043085	positive regulation of catalytic activity
2632	GO:0051726	regulation of cell cycle	GO:0051726	regulation of cell cycle
2633	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2634	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2635	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2636	GO:0042995	cell projection	GO:0042995	cell projection
2637	GO:0016740	transferase activity	GO:0016740	transferase activity
2638	GO:0006486	protein glycosylation	GO:0006486	protein glycosylation
2639	GO:0006486	protein glycosylation	GO:0006486	protein glycosylation
2640	GO:0005783	endoplasmic reticulum	GO:0005783	endoplasmic reticulum
2641	GO:0016020	membrane	GO:0016020	membrane
2642	GO:0006629	lipid metabolic process	GO:0006629	lipid metabolic process
2643	GO:0016787	hydrolase activity	GO:0016787	hydrolase activity
2644	GO:0016787	hydrolase activity	GO:0016787	hydrolase activity
2645	GO:0016787	hydrolase activity	GO:0016787	hydrolase activity
2646	GO:0006520	amino acid metabolic process	GO:0006520	amino acid metabolic process
2647	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2648	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2649	GO:0016757	glycosyltransferase activity	GO:0016757	glycosyltransferase activity
2650	GO:0006486	protein glycosylation	GO:0006486	protein glycosylation
2651	GO:0005794	Golgi apparatus	GO:0005794	Golgi apparatus
2652	GO:0016020	membrane	GO:0016020	membrane
2653	GO:0016020	membrane	GO:0016020	membrane
2654	GO:0003676	nucleic acid binding	GO:0003676	nucleic acid binding
2655	GO:0003723	RNA binding	GO:0003723	RNA binding
2656	GO:0003723	RNA binding	GO:0003723	RNA binding
2657	GO:0003723	RNA binding	GO:0003723	RNA binding
2658	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2659	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2660	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2661	GO:0016020	membrane	GO:0016020	membrane
2662	GO:0016020	membrane	GO:0016020	membrane
2663	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2664	GO:0005634	nucleus	GO:0005634	nucleus
2665	GO:0005634	nucleus	GO:0005634	nucleus
2666	GO:0007269	neurotransmitter secretion	GO:0007269	neurotransmitter secretion
2667	GO:0048786	presynaptic active zone	GO:0048786	presynaptic active zone
2668	GO:0015031	protein transport	GO:0015031	protein transport
2669	GO:0005794	Golgi apparatus	GO:0005794	Golgi apparatus
2670	GO:0016491	oxidoreductase activity	GO:0016491	oxidoreductase activity
2671	GO:0006811	monoatomic ion transport	GO:0006811	monoatomic ion transport
2672	GO:0016226	iron-sulfur cluster assembly	GO:0016226	iron-sulfur cluster assembly
2673	GO:0005739	mitochondrion	GO:0005739	mitochondrion
2674	GO:0005739	mitochondrion	GO:0005739	mitochondrion
2675	GO:0005739	mitochondrion	GO:0005739	mitochondrion
2676	GO:0003677	DNA binding	GO:0003677	DNA binding
2677	GO:0003677	DNA binding	GO:0003677	DNA binding
2678	GO:0003700	DNA-binding transcription factor activity	GO:0003700	DNA-binding transcription factor activity
2679	GO:0006355	regulation of DNA-templated transcription	GO:0006355	regulation of DNA-templated transcription
2680	GO:0005634	nucleus	GO:0005634	nucleus
2681	GO:0005634	nucleus	GO:0005634	nucleus
2682	GO:0003676	nucleic acid binding	GO:0003676	nucleic acid binding
2683	GO:0016020	membrane	GO:0016020	membrane
2684	GO:0016020	membrane	GO:0016020	membrane
2685	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2686	GO:0016301	kinase activity	GO:0016301	kinase activity
2687	GO:0016740	transferase activity	GO:0016740	transferase activity
2688	GO:0016310	phosphorylation	GO:0016310	phosphorylation
2689	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2690	GO:0005829	cytosol	GO:0005829	cytosol
2691	GO:0003676	nucleic acid binding	GO:0003676	nucleic acid binding
2692	GO:0003723	RNA binding	GO:0003723	RNA binding
2693	GO:0003723	RNA binding	GO:0003723	RNA binding
2694	GO:0003723	RNA binding	GO:0003723	RNA binding
2695	GO:0008081	phosphoric diester hydrolase activity	GO:0008081	phosphoric diester hydrolase activity
2696	GO:0016787	hydrolase activity	GO:0016787	hydrolase activity
2697	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2698	GO:0007165	signal transduction	GO:0007165	signal transduction
2699	GO:0016020	membrane	GO:0016020	membrane
2700	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2701	GO:0007018	microtubule-based movement	GO:0007018	microtubule-based movement
2702	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2703	GO:0005856	cytoskeleton	GO:0005856	cytoskeleton
2704	GO:0005856	cytoskeleton	GO:0005856	cytoskeleton
2705	GO:0005874	microtubule	GO:0005874	microtubule
2706	GO:0007165	signal transduction	GO:0007165	signal transduction
2707	GO:0050790	regulation of catalytic activity	GO:0050790	regulation of catalytic activity
2708	GO:0003723	RNA binding	GO:0003723	RNA binding
2709	GO:0003723	RNA binding	GO:0003723	RNA binding
2710	GO:0008168	methyltransferase activity	GO:0008168	methyltransferase activity
2711	GO:0016740	transferase activity	GO:0016740	transferase activity
2712	GO:0008033	tRNA processing	GO:0008033	tRNA processing
2713	GO:0008033	tRNA processing	GO:0008033	tRNA processing
2714	GO:0008033	tRNA processing	GO:0008033	tRNA processing
2715	GO:0032259	methylation	GO:0032259	methylation
2716	GO:0032259	methylation	GO:0032259	methylation
2717	GO:0035556	intracellular signal transduction	GO:0035556	intracellular signal transduction
2718	GO:0003824	catalytic activity	GO:0003824	catalytic activity
2719	GO:0016787	hydrolase activity	GO:0016787	hydrolase activity
2720	GO:0016787	hydrolase activity	GO:0016787	hydrolase activity
2721	GO:0006629	lipid metabolic process	GO:0006629	lipid metabolic process
2722	GO:0006629	lipid metabolic process	GO:0006629	lipid metabolic process
2723	GO:0016020	membrane	GO:0016020	membrane
2724	GO:0016740	transferase activity	GO:0016740	transferase activity
2725	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2726	GO:0016020	membrane	GO:0016020	membrane
2727	GO:0006383	transcription by RNA polymerase III	GO:0006383	transcription by RNA polymerase III
2728	GO:0005634	nucleus	GO:0005634	nucleus
2729	GO:0005634	nucleus	GO:0005634	nucleus
2730	GO:0005484	SNAP receptor activity	GO:0005484	SNAP receptor activity
2731	GO:0016192	vesicle-mediated transport	GO:0016192	vesicle-mediated transport
2732	GO:0061025	membrane fusion	GO:0061025	membrane fusion
2733	GO:0005783	endoplasmic reticulum	GO:0005783	endoplasmic reticulum
2734	GO:0005794	Golgi apparatus	GO:0005794	Golgi apparatus
2735	GO:0005794	Golgi apparatus	GO:0005794	Golgi apparatus
2736	GO:0012505	endomembrane system	GO:0012505	endomembrane system
2737	GO:0016020	membrane	GO:0016020	membrane
2738	GO:0016020	membrane	GO:0016020	membrane
2739	GO:0043231	intracellular membrane-bounded organelle	GO:0043231	intracellular membrane-bounded organelle
2740	GO:0016020	membrane	GO:0016020	membrane
2741	GO:0016020	membrane	GO:0016020	membrane
2742	GO:0016020	membrane	GO:0016020	membrane
2743	GO:0006886	intracellular protein transport	GO:0006886	intracellular protein transport
2744	GO:0015031	protein transport	GO:0015031	protein transport
2745	GO:0016192	vesicle-mediated transport	GO:0016192	vesicle-mediated transport
2746	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2747	GO:0016020	membrane	GO:0016020	membrane
2748	GO:0016020	membrane	GO:0016020	membrane
2749	GO:0016020	membrane	GO:0016020	membrane
2750	GO:0043231	intracellular membrane-bounded organelle	GO:0043231	intracellular membrane-bounded organelle
2751	GO:0005975	carbohydrate metabolic process	GO:0005975	carbohydrate metabolic process
2752	GO:0005576	extracellular region	GO:0005576	extracellular region
2753	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2754	GO:0016740	transferase activity	GO:0016740	transferase activity
2755	GO:0016746	acyltransferase activity	GO:0016746	acyltransferase activity
2756	GO:0005783	endoplasmic reticulum	GO:0005783	endoplasmic reticulum
2757	GO:0016020	membrane	GO:0016020	membrane
2758	GO:0016020	membrane	GO:0016020	membrane
2759	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2760	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2761	GO:0008641	ubiquitin-like modifier activating enzyme activity	GO:0008641	ubiquitin-like modifier activating enzyme activity
2762	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2763	GO:0005815	microtubule organizing center	GO:0005815	microtubule organizing center
2764	GO:0042995	cell projection	GO:0042995	cell projection
2765	GO:0016020	membrane	GO:0016020	membrane
2766	GO:0003723	RNA binding	GO:0003723	RNA binding
2767	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2768	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2769	GO:0016070	RNA metabolic process	GO:0016070	RNA metabolic process
2770	GO:0016020	membrane	GO:0016020	membrane
2771	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2772	GO:0000166	nucleotide binding	GO:0000166	nucleotide binding
2773	GO:0004672	protein kinase activity	GO:0004672	protein kinase activity
2774	GO:0016301	kinase activity	GO:0016301	kinase activity
2775	GO:0016740	transferase activity	GO:0016740	transferase activity
2776	GO:0006468	protein phosphorylation	GO:0006468	protein phosphorylation
2777	GO:0007154	cell communication	GO:0007154	cell communication
2778	GO:0016310	phosphorylation	GO:0016310	phosphorylation
2779	GO:0018108	peptidyl-tyrosine phosphorylation	GO:0018108	peptidyl-tyrosine phosphorylation
2780	GO:0018108	peptidyl-tyrosine phosphorylation	GO:0018108	peptidyl-tyrosine phosphorylation
2781	GO:0023052	signaling	GO:0023052	signaling
2782	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2783	GO:0005794	Golgi apparatus	GO:0005794	Golgi apparatus
2784	GO:0005794	Golgi apparatus	GO:0005794	Golgi apparatus
2785	GO:0016020	membrane	GO:0016020	membrane
2786	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2787	GO:0003676	nucleic acid binding	GO:0003676	nucleic acid binding
2788	GO:0003723	RNA binding	GO:0003723	RNA binding
2789	GO:0003824	catalytic activity	GO:0003824	catalytic activity
2790	GO:0016740	transferase activity	GO:0016740	transferase activity
2791	GO:0052654	L-leucine transaminase activity	GO:0052654	L-leucine transaminase activity
2792	GO:0052655	L-valine transaminase activity	GO:0052655	L-valine transaminase activity
2793	GO:0052656	L-isoleucine transaminase activity	GO:0052656	L-isoleucine transaminase activity
2794	GO:0016491	oxidoreductase activity	GO:0016491	oxidoreductase activity
2795	GO:0007165	signal transduction	GO:0007165	signal transduction
2796	GO:0003677	DNA binding	GO:0003677	DNA binding
2797	GO:0016740	transferase activity	GO:0016740	transferase activity
2798	GO:0016779	nucleotidyltransferase activity	GO:0016779	nucleotidyltransferase activity
2799	GO:0006351	DNA-templated transcription	GO:0006351	DNA-templated transcription
2800	GO:0005634	nucleus	GO:0005634	nucleus
2801	GO:0005634	nucleus	GO:0005634	nucleus
2802	GO:0008233	peptidase activity	GO:0008233	peptidase activity
2803	GO:0016787	hydrolase activity	GO:0016787	hydrolase activity
2804	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2805	GO:0006508	proteolysis	GO:0006508	proteolysis
2806	GO:0006508	proteolysis	GO:0006508	proteolysis
2807	GO:0016020	membrane	GO:0016020	membrane
2808	GO:0005634	nucleus	GO:0005634	nucleus
2809	GO:0016829	lyase activity	GO:0016829	lyase activity
2810	GO:0003677	DNA binding	GO:0003677	DNA binding
2811	GO:0003677	DNA binding	GO:0003677	DNA binding
2812	GO:0016491	oxidoreductase activity	GO:0016491	oxidoreductase activity
2813	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2814	GO:0051213	dioxygenase activity	GO:0051213	dioxygenase activity
2815	GO:0006325	chromatin organization	GO:0006325	chromatin organization
2816	GO:0070544	histone H3-K36 demethylation	GO:0070544	histone H3-K36 demethylation
2817	GO:0005634	nucleus	GO:0005634	nucleus
2818	GO:0016020	membrane	GO:0016020	membrane
2819	GO:0005634	nucleus	GO:0005634	nucleus
2820	GO:0005634	nucleus	GO:0005634	nucleus
2821	GO:0005737	cytoplasm	GO:0005737	cytoplasm
2822	GO:0005856	cytoskeleton	GO:0005856	cytoskeleton
2823	GO:0005874	microtubule	GO:0005874	microtubule
2824	GO:0043666	regulation of phosphoprotein phosphatase activity	GO:0043666	regulation of phosphoprotein phosphatase activity
2825	GO:0004930	G protein-coupled receptor activity	GO:0004930	G protein-coupled receptor activity
2826	GO:0004930	G protein-coupled receptor activity	GO:0004930	G protein-coupled receptor activity
2827	GO:0007165	signal transduction	GO:0007165	signal transduction
2828	GO:0007186	G protein-coupled receptor signaling pathway	GO:0007186	G protein-coupled receptor signaling pathway
2829	GO:0007186	G protein-coupled receptor signaling pathway	GO:0007186	G protein-coupled receptor signaling pathway
2830	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2831	GO:0005886	plasma membrane	GO:0005886	plasma membrane
2832	GO:0016020	membrane	GO:0016020	membrane
2833	GO:0016020	membrane	GO:0016020	membrane
2834	GO:0046872	metal ion binding	GO:0046872	metal ion binding
2835	GO:0016020	membrane	GO:0016020	membrane
2836	GO:0006836	neurotransmitter transport	GO:0006836	neurotransmitter transport
2837	GO:0006836	neurotransmitter transport	GO:0006836	neurotransmitter transport
